率 I
因 I
素 I
等 O
于 O
也 O
等 O
于 O
有 B
功 I
功 I
率 I
与 O
无 O
功 O
功 O
率 O
之 O
比 O

功 B
率 I
因 I
素 I
等 O
于 O
也 O
等 O
于 O
有 O
功 O
功 O
率 O
与 O
无 B
功 I
功 I
率 I
之 O
比 O

耦 O
合 O
线 O
圈 O
中 O
的 O
感 B
应 I
电 I
压 I
由 O
自 B
感 I
电 I
压 I
和 O
互 O
感 O
电 O
压 O
组 O
成 O
， O
。 O

耦 O
合 O
线 O
圈 O
中 O
的 O
感 B
应 I
电 I
压 I
由 O
自 O
感 O
电 O
压 O
和 O
互 B
感 I
电 I
压 I
组 O
成 O

传 B
递 I
函 I
数 I
为 O
输 B
出 I
响 I
应 I
与 O
输 O
入 O
激 O
励 O
之 O
比 O
。 O

传 B
递 I
函 I
数 I
为 O
输 O
出 O
响 O
应 O
与 O
输 B
入 I
激 I
励 I
之 O
比 O
。 O

滤 B
波 I
器 I
包 O
括 O
低 B
通 I
滤 I
波 I
器 I
， O
高 O
通 O
滤 O
波 O
器 O
， O
带 O
通 O
滤 O
波 O
器 O
， O
带 O
阻 O
滤 O
波 O
器 O

滤 B
波 I
器 I
包 O
括 O
低 O
通 O
滤 O
波 O
器 O
， O
高 B
通 I
滤 I
波 I
器 I
， O
带 O
通 O
滤 O
波 O
器 O
， O
带 O
阻 O
滤 O
波 O
器 O

滤 B
波 I
器 I
包 O
括 O
低 O
通 O
滤 O
波 O
器 O
， O
高 O
通 O
滤 O
波 O
器 O
， O
带 B
通 I
滤 I
波 I
器 I
， O
带 O
阻 O
滤 O
波 O
器 O

滤 B
波 I
器 I
包 O
括 O
低 O
通 O
滤 O
波 O
器 O
， O
高 O
通 O
滤 O
波 O
器 O
， O
带 O
通 O
滤 O
波 O
器 O
， O
带 B
阻 I
滤 I
波 I
器 I

处 O
理 O
电 B
阻 I
并 O
联 O
的 O
问 O
题 O
时 O
， O
采 O
用 O
电 B
导 I
通 I
常 O
要 O
比 O
采 O
用 O
电 O
阻 O
更 O
方 O
便 O

一 O
个 O
电 O
路 O
既 O
满 O
足 O
齐 B
次 I
性 I
又 O
满 O
足 O
叠 O
加 O
性 O
的 O
电 O
路 O
称 O
为 O
线 B
性 I
电 I
路 I

一 O
个 O
电 O
路 O
既 O
满 O
足 O
齐 O
次 O
性 O
又 O
满 O
足 O
叠 B
加 I
性 I
的 O
电 O
路 O
称 O
为 O
线 B
性 I
电 I
路 I

线 B
性 I
电 I
路 I
中 O
仅 O
包 O
含 O
线 B
性 I
元 I
件 I
、 O
线 O
性 O
受 O
控 O
源 O
和 O
线 O
性 O
独 O
立 O
源 O

线 B
性 I
电 I
路 I
中 O
仅 O
包 O
含 O
线 O
性 O
元 O
件 O
、 O
线 B
性 I
受 I
控 I
源 I
和 O
线 O
性 O
独 O
立 O
源 O

线 B
性 I
电 I
路 I
中 O
仅 O
包 O
含 O
线 O
性 O
元 O
件 O
、 O
线 O
性 O
受 O
控 O
源 O
和 O
线 B
性 I
独 I
立 I
源 I

全 B
响 I
应 I
包 O
括 O
自 B
由 I
响 I
应 I
和 O
强 O
迫 O
响 O
应 O
， O
也 O
可 O
以 O
说 O
全 O
响 O
应 O
包 O
括 O
暂 O
态 O
响 O
应 O
和 O
稳 O
态 O
响 O
应 O

全 B
响 I
应 I
包 O
括 O
自 O
由 O
响 O
应 O
和 O
强 B
迫 I
响 I
应 I
， O
也 O
可 O
以 O
说 O
全 O
响 O
应 O
包 O
括 O
暂 O
态 O
响 O
应 O
和 O
稳 O
态 O
响 O
应 O

全 O
响 O
应 O
包 O
括 O
自 O
由 O
响 O
应 O
和 O
强 O
迫 O
响 O
应 O
， O
也 O
可 O
以 O
说 O
全 B
响 I
应 I
包 O
括 O
暂 B
态 I
响 I
应 I
和 O
稳 O
态 O
响 O
应 O

全 O
响 O
应 O
包 O
括 O
自 O
由 O
响 O
应 O
和 O
强 O
迫 O
响 O
应 O
， O
也 O
可 O
以 O
说 O
全 B
响 I
应 I
包 O
括 O
暂 O
态 O
响 O
应 O
和 O
稳 B
态 I
响 I
应 I

谐 B
振 I
的 O
阻 O
抗 O
为 O
纯 B
电 I
阻 I

理 B
想 I
变 I
压 I
器 I
的 O
线 O
圈 O
具 O
有 O
大 B
电 I
抗 I

理 B
想 I
变 I
压 I
器 I
具 O
有 O
耦 B
合 I
系 I
数 I

理 B
想 I
变 I
压 I
器 I
的 O
一 O
次 O
绕 O
组 O
与 O
二 O
次 O
绕 O
组 O
是 O
无 B
损 I
耗 I
的 O
。 O

线 B
性 I
电 I
路 I
是 O
指 O
输 O
出 O
和 O
输 O
入 O
呈 O
线 B
性 I
关 I
系 I
的 O
电 O
路 O
。 O

电 B
荷 I
定 O
向 O
移 O
动 O
产 O
生 O
电 B
流 I
， O
实 O
际 O
上 O
是 O
电 O
子 O
在 O
移 O
动 O
， O
电 O
荷 O
是 O
人 O
假 O
想 O
出 O
来 O
的 O
。 O

欧 B
姆 I
定 I
律 I
只 O
适 O
用 O
于 O
线 B
性 I
元 I
件 I
。 O

交 B
流 I
电 I
路 I
里 O
戴 B
维 I
南 I
定 I
理 I
仍 O
然 O
适 O
用 O
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
的 O
适 O
用 O
范 O
围 O
是 O
有 O
任 O
何 O
元 O
件 O
的 O
任 B
意 I
电 I
路 I
。 O

电 B
阻 I
代 O
表 O
着 O
阻 B
碍 I
电 I
流 I
能 I
力 I
的 O
大 O
小 O
。 O

电 O
路 O
的 O
时 B
间 I
常 I
数 I
越 O
小 O
， O
响 B
应 I
衰 I
减 I
速 I
度 I
越 O
快 O
。 O

暂 B
态 I
响 I
应 I
是 O
电 O
路 O
的 O
临 B
时 I
响 I
应 I
。 O

当 O
负 B
载 I
功 I
率 I
最 O
大 O
时 O
， O
电 O
源 O
内 O
部 O
损 B
耗 I
功 I
率 I
也 O
会 O
增 O
大 O
。 O

电 B
阻 I
是 O
一 O
种 O
无 B
源 I
元 I
器 I
件 I
。 O

一 B
阶 I
电 I
路 I
的 O
行 O
为 O
可 O
以 O
由 O
一 B
阶 I
差 I
分 I
方 I
程 I
表 O
述 O
。 O

阶 B
跃 I
函 I
数 I
求 O
导 O
得 O
冲 B
激 I
函 I
数 I
。 O

电 B
荷 I
的 O
单 O
位 O
是 O
库 B
仑 I
。 O

电 B
荷 I
是 O
构 O
成 O
物 O
质 O
的 O
原 O
子 O
的 O
一 O
个 O
电 B
特 I
性 I
。 O

电 B
流 I
是 O
电 B
荷 I
随 O
时 O
间 O
的 O
变 O
化 O
率 O
。 O

欧 B
姆 I
定 I
律 I
为 O
电 B
压 I
与 O
电 O
流 O
的 O
比 O
值 O

欧 B
姆 I
定 I
律 I
为 O
电 O
压 O
与 O
电 B
流 I
的 O
比 O
值 O

导 B
纳 I
是 O
阻 B
抗 I
的 O
倒 O
数 O
。 O

负 B
载 I
阻 I
抗 I
等 O
于 O
戴 B
维 I
南 I
阻 I
抗 I
的 O
共 O
轭 O
复 O
数 O
。 O

功 B
率 I
的 O
单 O
位 O
是 O
伏 B
安 I
。 O

耦 B
合 I
系 I
数 I
是 O
两 O
个 O
线 O
圈 O
之 O
间 O
磁 B
耦 I
合 I
程 I
度 I
的 O
一 O
种 O
量 O
度 O
。 O

理 B
想 I
电 I
路 I
元 I
件 I
是 O
组 O
成 O
电 B
路 I
模 I
型 I
的 O
最 O
小 O
单 O
位 O
。 O

电 B
源 I
又 O
称 O
为 O
激 B
励 I
源 I
。 O

电 B
容 I
是 O
一 O
种 O
储 B
能 I
元 I
件 I
。 O

电 B
容 I
是 O
一 O
种 O
无 B
源 I
元 I
件 I
。 O

电 B
容 I
是 O
动 B
态 I
元 I
件 I
。 O

电 B
感 I
是 O
动 B
态 I
元 I
件 I
。 O

电 B
感 I
是 O
记 B
忆 I
元 I
件 I
。 O

电 B
感 I
是 O
一 O
种 O
储 B
能 I
元 I
件 I
。 O

电 B
阻 I
与 O
电 B
导 I
互 O
为 O
反 O
比 O
。 O

网 B
孔 I
电 I
流 I
法 I
仅 O
适 O
用 O
于 O
平 B
面 I
电 I
路 I
。 O

回 B
路 I
电 I
流 I
法 I
适 O
用 O
于 O
平 B
面 I
电 I
路 I
。 O

替 B
代 I
定 I
理 I
适 O
用 O
于 O
线 B
性 I
电 I
路 I
。 O

替 B
代 I
定 I
理 I
适 O
用 O
于 O
非 B
线 I
性 I
电 I
路 I
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
来 O
表 O
达 O
元 O
件 O
间 O
连 O
接 O
而 O
引 O
入 O
的 O
几 B
何 I
约 I
束 I
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
是 O
集 B
总 I
电 I
路 I
的 O
基 O
本 O
定 O
律 O
。 O

对 B
偶 I
原 I
理 I
， O
又 O
叫 O
对 B
偶 I
原 I
则 I
。 O

电 B
流 I
的 O
单 O
位 O
为 O
安 B
培 I
。 O

电 B
荷 I
的 O
单 O
位 O
为 O
库 B
仑 I
。 O

电 B
压 I
的 O
单 O
位 O
为 O
伏 B
特 I
。 O

电 B
导 I
的 O
单 O
位 O
为 O
西 B
门 I
子 I
。 O

电 B
阻 I
的 O
单 O
位 O
为 O
欧 B
姆 I
。 O

频 B
率 I
的 O
单 O
位 O
为 O
赫 B
兹 I
。 O

电 B
容 I
的 O
单 O
位 O
为 O
法 B
拉 I
。 O

电 B
感 I
的 O
单 O
位 O
是 O
亨 B
利 I
。 O

受 B
控 I
源 I
是 O
无 B
源 I
元 I
件 I
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
建 O
立 O
在 O
电 B
荷 I
守 I
恒 I
定 I
律 I
、 O
欧 O
姆 O
定 O
律 O
及 O
电 O
压 O
环 O
路 O
定 O
理 O
的 O
基 O
础 O
之 O
上 O
， O
在 O
稳 O
恒 O
电 O
流 O
条 O
件 O
下 O
严 O
格 O
成 O
立 O
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
建 O
立 O
在 O
电 O
荷 O
守 O
恒 O
定 O
律 O
、 O
欧 B
姆 I
定 I
律 I
及 O
电 O
压 O
环 O
路 O
定 O
理 O
的 O
基 O
础 O
之 O
上 O
， O
在 O
稳 O
恒 O
电 O
流 O
条 O
件 O
下 O
严 O
格 O
成 O
立 O
。 O

基 B
尔 I
霍 I
夫 I
定 I
律 I
建 O
立 O
在 O
电 O
荷 O
守 O
恒 O
定 O
律 O
、 O
欧 O
姆 O
定 O
律 O
及 O
电 B
压 I
环 I
路 I
定 I
理 I
的 O
基 O
础 O
之 O
上 O
， O
在 O
稳 O
恒 O
电 O
流 O
条 O
件 O
下 O
严 O
格 O
成 O
立 O
。 O

节 B
点 I
是 O
两 O
条 O
或 O
两 O
条 O
以 O
上 O
支 O
路 O
的 O
连 B
接 I
点 I
。 O

电 B
导 I
是 O
元 O
件 O
传 B
导 I
电 I
流 I
的 O
能 O
力 O
。 O

介 B
电 I
常 I
数 I
主 O
要 O
由 O
电 O
容 O
之 O
间 O
的 O
介 B
质 I
材 I
料 I
决 O
定 O
。 O

功 B
率 I
因 I
数 I
指 O
的 O
是 O
有 B
效 I
功 I
率 I
与 O
总 O
耗 O
电 O
量 O
之 O
间 O
的 O
关 O
系 O
。 O

功 B
率 I
因 I
数 I
指 O
的 O
是 O
有 O
效 O
功 O
率 O
与 O
总 O
耗 B
电 I
量 I
之 O
间 O
的 O
关 O
系 O
。 O

中 O
线 O
的 O
作 O
用 O
是 O
使 O
不 B
对 I
称 I
Y I
接 I
三 I
相 I
负 I
载 I
的 O
相 B
电 I
压 I
保 O
持 O
对 O
称 O
。 O

电 B
容 I
在 O
电 B
场 I
中 O
储 O
存 O
电 O
能 O
。 O

电 B
感 I
利 O
用 O
其 O
磁 B
场 I
储 O
存 O
能 O
量 O
。 O

电 B
阻 I
的 O
本 O
质 O
是 O
阻 O
碍 O
电 B
子 I
在 O
导 O
体 O
的 O
流 O
动 O
， O
所 O
以 O
是 O
阻 O
碍 O
了 O
电 O
流 O
。 O

电 B
阻 I
具 O
有 O
伏 B
安 I
特 I
性 I
。 O

伏 B
安 I
特 I
性 I
曲 O
线 O
是 O
U B
- I
I I
图 I
像 I
。 O

伏 B
安 I
特 I
性 I
曲 O
线 O
用 O
于 O
研 O
究 O
导 B
体 I
阻 I
抗 I
变 I
化 I
规 I
律 I
。 O

导 B
体 I
阻 I
抗 I
变 I
化 I
规 I
律 I
与 O
温 B
度 I
有 O
关 O
。 O

导 B
体 I
阻 I
抗 I
变 I
化 I
规 I
律 I
与 O
长 B
度 I
有 O
关 O
。 O

导 B
体 I
阻 I
抗 I
变 I
化 I
规 I
律 I
与 O
横 B
截 I
面 I
积 I
有 O
关 O
。 O

导 B
体 I
阻 I
抗 I
变 I
化 I
规 I
律 I
与 O
材 B
料 I
有 O
关 O
。 O

